offset_s,latency_s,ok
5.32319,0.114911,1
5.43811,0.896645,1
6.33475,0.18896,1
6.52371,0.224752,1
6.74847,0.493733,1
7.2422,0.485924,1
7.72813,0.447371,1
8.1755,0.0742892,1
8.24979,0.522624,1
8.77241,0.0729628,1
8.84538,0.0822493,1
8.92763,0.503563,1
9.4312,0.0709133,1
9.50211,0.0751378,1
9.57725,0.0786502,1
9.6559,0.125498,1
9.7814,0.556779,1
10.3382,0.521272,1
10.8595,0.450322,1
11.3098,0.0672093,1
11.377,0.0784876,1
11.4555,0.0687434,1
11.5242,0.0815134,1
11.6057,0.0767973,1
11.6825,0.111778,1
11.7943,0.872702,1
12.667,0.124342,1
12.7914,0.113428,1
12.9048,0.184326,1
13.0891,0.167973,1
13.2571,0.142382,1
13.3995,0.118626,1
13.5181,0.0982412,1
13.6164,0.107419,1
13.7238,0.103136,1
13.8269,0.0884094,1
13.9153,0.075247,1
13.9906,0.640364,1
14.6309,0.594107,1
15.2251,0.0940103,1
15.3191,0.202584,1
15.5217,0.474195,1
15.9958,0.0904693,1
16.0863,0.0845309,1
16.1709,0.0779131,1
16.2488,0.0732088,1
16.322,0.0769239,1
16.3989,0.310557,1
16.7095,0.132866,1
16.8423,0.0872578,1
16.9296,0.0759791,1
17.0056,0.0912064,1
17.0968,0.324408,1
17.4214,0.161631,1
17.583,0.0891172,1
17.6721,0.104154,1
17.7763,0.0721382,1
17.8484,0.188341,1
18.0367,0.248066,1
18.2848,0.173405,1
18.4582,0.220515,1
18.6787,0.262588,1
18.9413,0.187012,1
19.1283,0.0983731,1
19.2267,0.29552,1
19.5222,0.115338,1
19.6376,0.248288,1
19.8859,0.221861,1
20.1077,0.0834308,1
20.1912,0.344766,1
20.5359,0.280694,1
20.8166,0.0887744,1
20.9054,0.0962362,1
21.0016,0.0795565,1
21.0812,0.0972313,1
21.1784,0.272921,1
21.4514,0.098816,1
21.5502,0.361519,1
21.9117,0.424835,1
22.3365,0.192045,1
22.5286,0.263646,1
22.7922,0.0951484,1
22.8874,0.15684,1
23.0442,0.0948525,1
23.1391,0.152192,1
23.2913,0.149617,1
23.4409,0.285186,1
23.7261,0.225816,1
23.9519,0.321854,1
24.2738,0.0776824,1
24.3514,0.249421,1
24.6009,0.175497,1
24.7764,0.254601,1
5.05373,0.124107,1
5.17784,0.824459,1
6.0023,0.113635,1
6.11594,0.0966104,1
6.21255,0.273874,1
6.48642,0.119685,1
6.60611,0.0719662,1
6.67808,0.0764051,1
6.75448,0.156988,1
6.91147,0.094912,1
7.00638,0.0739648,1
7.08035,0.0678643,1
7.14821,0.107516,1
7.25573,0.0791936,1
7.33493,0.098802,1
7.43373,0.0894617,1
7.52319,0.0757514,1
7.59894,0.0705623,1
7.66951,0.0814109,1
7.75092,0.069948,1
7.82087,0.0601215,1
7.88099,0.0733047,1
7.95429,0.0726951,1
8.02699,0.0718617,1
8.09885,0.066587,1
8.16544,0.534645,1
8.70009,0.0712272,1
8.77132,0.0929249,1
8.86425,0.0956908,1
8.95994,0.125408,1
9.08535,0.492699,1
9.57805,0.132426,1
9.71048,0.53429,1
10.2448,0.543064,1
10.7878,0.455892,1
11.2437,0.069131,1
11.3129,0.0679076,1
11.3808,0.0696592,1
11.4504,0.0703074,1
11.5207,0.0610943,1
11.5818,0.124296,1
11.7061,0.0726491,1
11.7788,0.0836792,1
11.8625,0.159382,1
12.0219,0.125772,1
12.1476,0.137509,1
12.2851,0.135632,1
12.4208,0.102999,1
12.5239,0.130726,1
12.6546,0.155023,1
12.8097,0.847133,1
13.6568,0.149319,1
13.8061,0.0920375,1
13.8982,0.623648,1
14.5218,0.605541,1
