offset_s,latency_s,ok
5.13444,0.0724457,1
5.20689,0.169044,1
5.37594,0.365483,1
5.74142,0.118678,1
5.8601,0.346581,1
6.20668,0.186205,1
6.39289,0.193978,1
6.58687,0.187945,1
6.77481,0.0901469,1
6.86496,0.341771,1
7.20673,0.0894632,1
7.2962,0.299008,1
7.59521,0.533332,1
8.12854,0.168696,1
8.29724,0.0863454,1
8.38358,0.0852657,1
8.46885,0.0833661,1
8.55222,0.282835,1
8.83506,0.0949314,1
8.92999,0.373975,1
9.30397,0.333429,1
9.6374,0.081755,1
9.71915,0.0667183,1
9.78587,0.0787695,1
9.86464,0.0846863,1
9.94933,0.064701,1
10.014,0.213885,1
10.2279,0.195785,1
10.4237,0.0627641,1
10.4865,0.0593589,1
10.5458,0.0620506,1
10.6079,0.0603863,1
10.6683,0.0595142,1
10.7278,0.058193,1
10.786,0.0650396,1
10.851,0.203098,1
11.0541,0.198418,1
11.2525,0.0887522,1
11.3413,0.185368,1
11.5267,0.0607942,1
11.5875,0.167838,1
11.7553,0.0605507,1
11.8159,0.0610083,1
11.8769,0.19887,1
12.0757,0.151508,1
12.2272,0.056571,1
12.2838,0.178225,1
12.462,0.160763,1
12.6228,0.0546982,1
12.6775,0.166123,1
12.8436,0.149568,1
12.9932,0.177892,1
13.1711,0.162335,1
13.3334,0.172855,1
13.5063,0.146431,1
13.6527,0.172164,1
13.8249,0.056161,1
13.881,0.142548,1
14.0236,0.0671775,1
14.0908,0.141507,1
14.2323,0.066407,1
14.2987,0.19382,1
14.4925,0.199731,1
14.6922,0.265444,1
14.9577,0.113383,1
15.0711,0.134012,1
15.2051,0.129909,1
15.335,0.118746,1
15.4538,0.117094,1
15.5708,0.120654,1
15.6915,0.108869,1
15.8004,0.175051,1
15.9754,0.0567483,1
16.0322,0.116569,1
16.1487,0.112342,1
16.2611,0.0675707,1
16.3287,0.0892376,1
16.4179,0.185425,1
16.6033,0.0935049,1
16.6968,0.212676,1
16.9095,0.0968515,1
17.0064,0.0659852,1
17.0724,0.229713,1
17.3021,0.131143,1
17.4332,0.081794,1
17.515,0.0920259,1
17.607,0.262952,1
17.87,0.0663287,1
17.9363,0.0588902,1
17.9952,0.0635383,1
18.0587,0.0527563,1
18.1115,0.0544428,1
18.166,0.0530127,1
18.219,0.0542616,1
18.2732,0.05336,1
18.3266,0.0559875,1
18.3826,0.0581325,1
18.4407,0.0608088,1
18.5015,0.0565837,1
18.5581,0.0553247,1
18.6134,0.143612,1
18.757,0.176049,1
18.9331,0.0915745,1
19.0247,0.0647012,1
19.0894,0.0933237,1
19.1827,0.0858669,1
19.2686,0.0946378,1
19.3632,0.0842576,1
19.4475,0.131941,1
19.5794,0.10402,1
19.6834,0.104839,1
19.7883,0.0946184,1
19.8829,0.0920249,1
19.9749,0.157222,1
20.1321,0.156909,1
20.2891,0.157401,1
20.4465,0.158441,1
20.6049,0.164184,1
20.7691,0.167234,1
20.9363,0.15804,1
21.0944,0.154567,1
21.2489,0.15967,1
21.4086,0.160883,1
21.5695,0.160524,1
21.73,0.175974,1
21.906,0.200299,1
22.1063,0.0529342,1
22.1592,0.0683129,1
22.2275,0.123712,1
22.3513,0.203471,1
22.5547,0.0744647,1
22.6292,0.147752,1
22.7769,0.230907,1
23.0079,0.0600905,1
23.0679,0.228996,1
23.2969,0.0681713,1
23.3651,0.106073,1
23.4712,0.0789225,1
23.5501,0.098763,1
23.6489,0.0718359,1
23.7207,0.109343,1
23.8301,0.0850407,1
23.9151,0.0903546,1
24.0055,0.058617,1
24.0641,0.0873472,1
24.1514,0.207788,1
24.3592,0.0589099,1
24.4181,0.108803,1
24.5269,0.0922717,1
24.6192,0.222723,1
24.8419,0.0689814,1
24.9109,0.350351,1
5.19481,0.0729834,1
5.2678,0.186677,1
5.45448,0.410566,1
5.86504,0.164188,1
6.02924,0.35373,1
6.38297,0.384626,1
6.7676,0.349119,1
7.11672,0.0899725,1
7.20669,0.268684,1
7.47538,0.51521,1
7.99059,0.124168,1
8.11476,0.102192,1
8.21695,0.281379,1
8.49833,0.0771306,1
8.57546,0.0854536,1
8.66092,0.335513,1
8.99643,0.110241,1
9.10668,0.277319,1
9.384,0.328913,1
9.71291,0.0668593,1
9.77977,0.0727459,1
9.85252,0.219807,1
10.0723,0.0807934,1
10.1531,0.221681,1
10.3748,0.176137,1
10.5509,0.195698,1
10.7466,0.160017,1
10.9067,0.0583216,1
10.965,0.0679831,1
11.033,0.0708635,1
11.1038,0.0751887,1
11.179,0.0695886,1
11.2486,0.0663823,1
11.315,0.0667643,1
11.3818,0.0706991,1
11.4525,0.0626083,1
11.5151,0.0629791,1
11.5781,0.0614102,1
11.6395,0.0579169,1
11.6974,0.0598256,1
11.7572,0.0625579,1
11.8198,0.186782,1
12.0066,0.166937,1
12.1735,0.0553562,1
12.2289,0.177009,1
12.4059,0.162137,1
12.568,0.0560609,1
12.6241,0.165461,1
12.7895,0.148665,1
12.9382,0.177714,1
13.1159,0.160861,1
13.2768,0.175162,1
13.4519,0.147727,1
13.5997,0.171859,1
13.7715,0.0554233,1
13.827,0.144344,1
13.9713,0.0660236,1
14.0373,0.143842,1
14.1812,0.0653289,1
14.2465,0.183231,1
14.4297,0.262452,1
14.6922,0.413493,1
15.1057,0.205787,1
15.3115,0.0582975,1
15.3698,0.200855,1
15.5706,0.177767,1
15.7484,0.111303,1
15.8597,0.118829,1
15.9785,0.108527,1
16.0871,0.0913294,1
16.1784,0.209591,1
16.388,0.0825229,1
16.4705,0.195057,1
16.6656,0.0904126,1
16.756,0.21146,1
16.9674,0.0923019,1
17.0597,0.0581271,1
17.1179,0.0576996,1
17.1756,0.0556593,1
17.2312,0.0667226,1
17.298,0.355467,1
17.6534,0.0751428,1
17.7286,0.0543995,1
17.783,0.0677269,1
17.8507,0.227933,1
18.0786,0.082303,1
18.1609,0.230245,1
18.3912,0.0888473,1
18.48,0.0570406,1
18.5371,0.336748,1
18.8738,0.11922,1
18.9931,0.0838233,1
19.0769,0.0822574,1
19.1591,0.0925466,1
19.2517,0.0874285,1
19.3391,0.0968813,1
19.436,0.123321,1
19.5593,0.090135,1
19.6495,0.137365,1
19.7868,0.129378,1
19.9162,0.114342,1
20.0305,0.104037,1
20.1346,0.107669,1
20.2423,0.104466,1
20.3467,0.105758,1
20.4525,0.104265,1
20.5568,0.106688,1
20.6634,0.112864,1
20.7763,0.114687,1
20.891,0.108863,1
20.9999,0.107131,1
21.107,0.0658433,1
21.1728,0.0995978,1
21.2724,0.0962814,1
21.3687,0.0632003,1
21.4319,0.104827,1
21.5368,0.0977267,1
21.6345,0.0680397,1
21.7025,0.102921,1
21.8054,0.117306,1
21.9228,0.0905412,1
22.0133,0.11677,1
22.1301,0.194418,1
22.3245,0.068344,1
22.3928,0.127492,1
22.5203,0.236371,1
22.7567,0.0779186,1
22.8346,0.066163,1
22.9008,0.116664,1
23.0174,0.116635,1
23.1341,0.0610331,1
23.1951,0.101265,1
23.2964,0.23934,1
23.5357,0.251072,1
23.7868,0.232746,1
24.0196,0.235488,1
24.255,0.0916717,1
24.3467,0.0837793,1
24.4305,0.237698,1
24.6682,0.0917796,1
24.76,0.0867281,1
24.8467,0.4145,1
5.02392,0.165594,1
5.18951,0.196646,1
5.38616,0.0985372,1
5.4847,0.256554,1
5.74125,0.387362,1
6.12862,0.160354,1
6.28897,0.392284,1
6.68126,0.0897279,1
6.77099,0.183259,1
6.95425,0.35631,1
7.31056,0.119485,1
7.43005,0.275648,1
7.7057,0.591605,1
8.2973,0.443951,1
8.74126,0.552113,1
9.29337,0.0780193,1
9.37139,0.0726795,1
9.44407,0.216341,1
9.66042,0.304193,1
9.96461,0.178659,1
10.1433,0.0750015,1
10.2183,0.224758,1
10.443,0.166814,1
10.6099,0.196203,1
10.8061,0.0660227,1
10.8721,0.170343,1
11.0424,0.0970298,1
11.1395,0.183206,1
11.3227,0.0828323,1
11.4055,0.0607005,1
11.4662,0.0613083,1
11.5275,0.173217,1
11.7007,0.0584879,1
11.7592,0.169212,1
11.9284,0.200855,1
12.1293,0.154496,1
12.2838,0.0590594,1
12.3429,0.0576878,1
12.4005,0.175081,1
12.5756,0.152363,1
12.728,0.0544298,1
12.7824,0.167666,1
12.9501,0.0557082,1
13.0058,0.156872,1
13.1627,0.0568306,1
13.2195,0.0598883,1
13.2794,0.0554193,1
13.3348,0.0573008,1
13.3921,0.05365,1
13.4458,0.0562695,1
13.502,0.0551148,1
13.5572,0.0552543,1
13.6124,0.149132,1
13.7615,0.169838,1
13.9314,0.0553928,1
13.9868,0.142965,1
14.1297,0.0655757,1
14.1953,0.143796,1
14.3391,0.0803808,1
14.4195,0.0668646,1
14.4864,0.363344,1
