offset_s,latency_s,ok
5.0881,0.098843,1
5.18694,0.102134,1
5.28908,0.0992787,1
5.38836,0.0990527,1
5.48741,0.100046,1
5.58746,0.10098,1
5.68844,0.102331,1
5.79077,0.0999575,1
5.89073,0.0987925,1
5.98952,0.0997217,1
6.08925,0.0981471,1
6.18739,0.0989406,1
6.28634,0.0996672,1
6.386,0.0992544,1
6.48526,0.100281,1
6.58554,0.0990496,1
6.68459,0.0984318,1
6.78302,0.100525,1
6.88355,0.0989671,1
6.98252,0.0999562,1
7.08247,0.0992943,1
7.18177,0.0995017,1
7.28127,0.0996571,1
7.38093,0.1017,1
7.48263,0.1028,1
7.58543,0.0984614,1
7.68389,0.109091,1
7.79299,0.101889,1
7.89488,0.0996995,1
7.99458,0.100085,1
8.09466,0.100273,1
8.19493,0.100539,1
8.29547,0.0980632,1
8.39354,0.0976829,1
8.49122,0.097963,1
8.58919,0.0997083,1
8.6889,0.103843,1
8.79274,0.0993383,1
8.89208,0.099518,1
8.9916,0.0985661,1
9.09016,0.0977965,1
9.18796,0.0998766,1
9.28784,0.0986893,1
9.38653,0.0984095,1
9.48494,0.101445,1
9.58638,0.0990827,1
9.68547,0.0989695,1
9.78444,0.0979186,1
9.88236,0.101077,1
9.98344,0.10818,1
10.0916,0.0973565,1
10.189,0.0970773,1
10.2861,0.0995114,1
10.3856,0.101085,1
10.4867,0.107232,1
10.5939,0.100135,1
10.694,0.0977944,1
10.7918,0.0987613,1
10.8906,0.0978823,1
10.9885,0.0997548,1
11.0882,0.119963,1
11.2082,0.101012,1
11.3092,0.0977115,1
11.4069,0.0974864,1
11.5044,0.0967473,1
11.6011,0.0989257,1
11.7001,0.0980918,1
11.7982,0.0972035,1
11.8954,0.0981559,1
11.9935,0.0983552,1
12.0919,0.0983247,1
12.1902,0.0975787,1
12.2878,0.0977396,1
12.3855,0.0969876,1
12.4825,0.0979339,1
12.5804,0.097269,1
12.6777,0.0969199,1
12.7746,0.097049,1
12.8717,0.098487,1
12.9702,0.0969576,1
13.0671,0.0976218,1
13.1648,0.104609,1
13.2694,0.101282,1
13.3706,0.102946,1
13.4736,0.103605,1
13.5772,0.105242,1
13.6824,0.114231,1
13.7967,0.100634,1
13.8973,0.0998434,1
13.9972,0.0999336,1
14.0971,0.103703,1
14.2008,0.106291,1
14.3071,0.0998044,1
14.4069,0.0979321,1
14.5048,0.0990894,1
14.6039,0.0997254,1
14.7036,0.100158,1
14.8038,0.0979989,1
14.9018,0.0978085,1
14.9996,0.0977497,1
15.0974,0.102311,1
15.1997,0.0984715,1
15.2981,0.0980398,1
15.3962,0.097453,1
15.4936,0.0987455,1
15.5924,0.0978333,1
15.6902,0.0966197,1
15.7868,0.0969061,1
15.8837,0.0983755,1
15.9821,0.0975429,1
16.0797,0.0974062,1
16.1771,0.0986931,1
16.2758,0.0994241,1
16.3752,0.0969588,1
16.4722,0.0978057,1
16.57,0.0982735,1
16.6682,0.0982091,1
16.7664,0.101289,1
16.8677,0.101877,1
16.9696,0.0971124,1
17.0667,0.0970883,1
17.1638,0.097255,1
17.2611,0.0984297,1
17.3595,0.0976933,1
17.4572,0.096904,1
17.5541,0.0976697,1
17.6518,0.0967554,1
17.7485,0.097143,1
17.8457,0.0968709,1
17.9425,0.0980549,1
18.0406,0.0969122,1
18.1375,0.0978928,1
18.2354,0.0973721,1
18.3328,0.0992073,1
18.432,0.0994597,1
18.5314,0.0972508,1
18.6287,0.0970453,1
18.7257,0.0969411,1
18.8227,0.0986208,1
18.9213,0.10088,1
19.0222,0.102433,1
19.1246,0.107351,1
19.232,0.11872,1
19.3507,0.111419,1
19.4621,0.107777,1
19.5699,0.107782,1
19.6777,0.107142,1
19.7848,0.107054,1
19.8919,0.106527,1
19.9984,0.102576,1
20.101,0.100573,1
20.2015,0.101445,1
20.303,0.103285,1
20.4063,0.104182,1
20.5105,0.107151,1
20.6176,0.1012,1
20.7188,0.101678,1
20.8205,0.10194,1
20.9224,0.10306,1
21.0255,0.117602,1
21.1431,0.156425,1
21.2995,0.104392,1
21.4039,0.102692,1
21.5066,0.101696,1
21.6083,0.103347,1
21.7117,0.101808,1
21.8135,0.103192,1
21.9167,0.101974,1
22.0186,0.10255,1
22.1212,0.110797,1
22.232,0.113682,1
22.3457,0.104771,1
22.4504,0.102677,1
22.5531,0.110238,1
22.6634,0.104298,1
22.7677,0.0978184,1
22.8655,0.0994497,1
22.9649,0.101097,1
23.066,0.107491,1
23.1735,0.0990593,1
23.2726,0.103515,1
23.3761,0.103414,1
23.4795,0.0977482,1
23.5773,0.0966778,1
23.6739,0.0970335,1
23.771,0.0966819,1
23.8676,0.0972547,1
23.9649,0.0974815,1
24.0624,0.107812,1
24.1702,0.101889,1
24.2721,0.0981176,1
24.3702,0.0976281,1
24.4678,0.097901,1
24.5657,0.0980078,1
24.6637,0.0981129,1
24.7619,0.0999388,1
24.8618,0.0981374,1
24.9599,0.0977572,1
5.03832,0.0994124,1
5.13774,0.100186,1
5.23792,0.101137,1
5.33906,0.0984509,1
5.43751,0.0996028,1
5.53712,0.0995394,1
5.63666,0.102433,1
5.73909,0.101509,1
5.8406,0.0995007,1
5.9401,0.0988495,1
6.03895,0.0994957,1
6.13845,0.0982692,1
6.23672,0.0999594,1
6.33668,0.0993778,1
6.43606,0.0997965,1
6.53586,0.0994215,1
6.63528,0.0985653,1
6.73384,0.0999185,1
6.83376,0.0990468,1
6.93281,0.0991162,1
7.03193,0.100546,1
7.13247,0.098739,1
7.23121,0.0998849,1
7.3311,0.0997265,1
7.43083,0.103568,1
7.5344,0.0999261,1
7.63432,0.100526,1
7.73485,0.108549,1
7.8434,0.101529,1
7.94493,0.0989748,1
8.0439,0.100777,1
8.14468,0.100457,1
8.24514,0.0988618,1
8.344,0.0983866,1
8.44239,0.0980426,1
8.54043,0.098304,1
8.63874,0.0994394,1
8.73818,0.104455,1
8.84263,0.10009,1
8.94273,0.0985154,1
9.04125,0.0973224,1
9.13857,0.0994795,1
9.23805,0.10001,1
