offset_s,latency_s,ok
5.1514,0.10076,1
5.25216,0.0690589,1
5.32122,0.107732,1
5.42895,0.0709523,1
5.4999,0.145294,1
5.6452,0.174677,1
5.81988,0.103671,1
5.92355,0.0642764,1
5.98782,0.0939649,1
6.08179,0.067318,1
6.14911,0.222634,1
6.37174,0.104762,1
6.4765,0.0828883,1
6.55939,0.0947713,1
6.65417,0.0797337,1
6.7339,0.269725,1
7.00363,0.200565,1
7.20419,0.0763691,1
7.28056,0.104672,1
7.38523,0.149097,1
7.53433,0.112285,1
7.64662,0.105416,1
7.75203,0.0877761,1
7.83981,0.155836,1
7.99565,0.0806583,1
8.0763,0.144539,1
8.22084,0.142144,1
8.36299,0.0998751,1
8.46286,0.175928,1
8.63879,0.167287,1
8.80608,0.0934831,1
8.89956,0.0766568,1
8.97622,0.1232,1
9.09942,0.0807691,1
9.18019,0.0920089,1
9.2722,0.236124,1
9.50833,0.149888,1
9.65821,0.170807,1
9.82902,0.138778,1
9.9678,0.194632,1
10.1624,0.13558,1
10.298,0.119223,1
10.4172,0.0724877,1
10.4897,0.0686433,1
10.5584,0.0868575,1
10.6452,0.196114,1
10.8413,0.130335,1
10.9717,0.065735,1
11.0374,0.0668551,1
11.1043,0.0795372,1
11.1838,0.218373,1
11.4022,0.120219,1
11.5224,0.129501,1
11.6519,0.127065,1
11.779,0.0714066,1
11.8504,0.242099,1
12.0925,0.0635248,1
12.156,0.084133,1
12.2401,0.289265,1
12.5294,0.139762,1
12.6692,0.0797924,1
12.749,0.0795027,1
12.8285,0.156183,1
12.9846,0.103469,1
13.0881,0.245642,1
13.3338,0.0857446,1
13.4195,0.087214,1
13.5067,0.258519,1
13.7652,0.0873796,1
13.8526,0.0668092,1
13.9194,0.156431,1
14.0759,0.313327,1
14.3892,0.0814925,1
14.4707,0.150205,1
14.6209,0.0677427,1
14.6886,0.246631,1
14.9353,0.268616,1
15.2039,0.0882242,1
15.2921,0.0965914,1
15.3887,0.195397,1
15.5841,0.0786476,1
15.6627,0.104991,1
15.7677,0.193236,1
15.961,0.10789,1
16.0688,0.229376,1
16.2982,0.0751941,1
16.3734,0.0653608,1
16.4388,0.073917,1
16.5127,0.0840582,1
16.5968,0.382279,1
16.979,0.449501,1
17.4285,0.126409,1
17.5549,0.401111,1
17.9561,0.0751806,1
18.0312,0.0869436,1
18.1182,0.0904828,1
18.2087,0.571456,1
18.7801,0.10167,1
18.8818,0.107158,1
18.989,0.170234,1
19.1592,0.612313,1
19.7715,0.558074,1
20.3296,0.129125,1
20.4587,0.187965,1
20.6467,0.237087,1
20.8838,0.122829,1
21.0066,0.100007,1
21.1066,0.121209,1
21.2278,0.108982,1
21.3368,0.138548,1
21.4753,0.12033,1
21.5957,0.257797,1
21.8535,0.290261,1
22.1437,0.236783,1
22.3805,0.207816,1
22.5883,0.123683,1
22.712,0.128661,1
22.8407,0.108305,1
22.949,0.295142,1
23.2441,0.126461,1
23.3706,0.122164,1
23.4927,0.902965,1
24.3957,0.138624,1
24.5343,0.122548,1
24.6569,0.188858,1
24.8457,0.163484,1
5.08821,0.0672705,1
5.15548,0.1516,1
5.30708,0.186491,1
5.49357,0.102315,1
5.59589,0.0674485,1
5.66334,0.0954008,1
5.75874,0.0688562,1
5.8276,0.146035,1
5.97363,0.171796,1
6.14543,0.104197,1
6.24962,0.0657395,1
6.31536,0.0982788,1
6.41364,0.0743358,1
6.48798,0.235953,1
6.72393,0.141012,1
6.86495,0.12675,1
6.9917,0.117382,1
7.10908,0.165706,1
7.27479,0.0714199,1
7.34621,0.0913404,1
7.43755,0.224935,1
7.66248,0.108544,1
7.77103,0.197935,1
7.96896,0.087416,1
8.05638,0.091395,1
8.14778,0.0607209,1
8.2085,0.058626,1
8.26712,0.184717,1
8.45184,0.162624,1
8.61447,0.122942,1
8.73741,0.124347,1
8.86176,0.122028,1
8.98378,0.182203,1
9.16599,0.273813,1
9.4398,0.146868,1
9.58667,0.150653,1
9.73732,0.169647,1
9.90697,0.198875,1
10.1058,0.133542,1
10.2394,0.0962527,1
10.3356,0.208093,1
10.5437,0.126016,1
10.6698,0.118799,1
10.7886,0.0613173,1
10.8499,0.101498,1
10.9514,0.208831,1
11.1602,0.144207,1
11.3044,0.0613497,1
11.3658,0.218908,1
11.5847,0.138982,1
11.7237,0.0607618,1
11.7844,0.246967,1
12.0314,0.0653994,1
12.0968,0.0824815,1
12.1793,0.277608,1
12.4569,0.150199,1
12.6071,0.0833799,1
12.6905,0.0744695,1
12.7649,0.157332,1
12.9223,0.0587598,1
12.981,0.0713648,1
13.0524,0.093739,1
13.1461,0.246005,1
13.3921,0.0849213,1
13.477,0.0875534,1
13.5646,0.262369,1
13.827,0.0898733,1
13.9168,0.0688265,1
13.9857,0.175077,1
14.1608,0.0914845,1
14.2522,0.0705767,1
14.3228,0.243764,1
14.5666,0.09041,1
14.657,0.142895,1
14.7999,0.0674649,1
14.8674,0.105889,1
14.9732,0.145383,1
15.1186,0.079564,1
15.1982,0.0687426,1
15.2669,0.185702,1
15.4526,0.0651403,1
15.5178,0.194471,1
15.7122,0.114467,1
15.8267,0.211852,1
16.0386,0.0613075,1
16.0999,0.0891209,1
16.189,0.0699091,1
16.2589,0.0679865,1
16.3269,0.311793,1
16.6387,0.077643,1
16.7163,0.0662363,1
16.7826,0.0730871,1
16.8557,0.0926624,1
16.9483,0.10764,1
17.056,0.0949352,1
17.1509,0.147694,1
17.2986,0.0792667,1
17.3779,0.0725597,1
17.4504,0.0785019,1
17.5289,0.0940072,1
17.6229,0.125511,1
17.7484,0.106856,1
17.8553,0.503807,1
18.3591,0.134245,1
18.4933,0.117384,1
18.6107,0.101643,1
18.7124,0.111346,1
18.8237,0.53509,1
19.3588,0.146951,1
19.5058,0.105044,1
19.6108,0.1025,1
19.7133,0.11847,1
19.8318,0.196726,1
20.0285,0.088475,1
20.117,0.705537,1
20.8225,0.126789,1
20.9493,0.211978,1
21.1613,0.133102,1
21.2944,0.0911864,1
21.3856,0.201022,1
21.5866,0.0945114,1
21.6811,0.128806,1
21.8099,0.133345,1
21.9433,0.103216,1
22.0465,0.15784,1
22.2043,0.126873,1
22.3312,0.982443,1
23.3136,0.936535,1
24.2502,0.165503,1
24.4157,0.769823,1
5.13999,0.18277,1
5.32276,0.107571,1
5.43033,0.0644053,1
5.49474,0.102196,1
5.59693,0.0673229,1
5.66426,0.144208,1
5.80847,0.172816,1
5.98129,0.106315,1
6.0876,0.112384,1
6.19999,0.0726141,1
6.2726,0.0882867,1
6.36089,0.0769068,1
6.43779,0.097382,1
6.53518,0.0830639,1
6.61824,0.098649,1
6.71689,0.0764372,1
6.79333,0.107591,1
6.90092,0.134299,1
7.03522,0.140191,1
7.17541,0.160187,1
7.3356,0.0745747,1
7.41017,0.0931813,1
7.50336,0.22848,1
7.73184,0.114225,1
7.84606,0.081576,1
7.92764,0.105105,1
8.03274,0.0804183,1
8.11316,0.0912544,1
8.20442,0.181205,1
8.38562,0.169361,1
8.55498,0.120028,1
8.67501,0.12586,1
8.80087,0.117698,1
8.91857,0.16615,1
9.08472,0.2755,1
9.36022,0.164129,1
9.52435,0.152853,1
9.6772,0.162777,1
9.83998,0.0776595,1
9.91764,0.0607667,1
9.97841,0.0579628,1
10.0364,0.059609,1
10.096,0.185277,1
10.2813,0.132451,1
10.4137,0.140758,1
10.5545,0.0621338,1
10.6166,0.0877228,1
10.7043,0.19721,1
10.9015,0.130868,1
11.0324,0.125698,1
11.1581,0.125217,1
11.2833,0.137233,1
11.4206,0.0623277,1
11.4829,0.230223,1
11.7131,0.116887,1
11.83,0.130477,1
11.9605,0.115484,1
12.076,0.120228,1
12.1962,0.0966031,1
12.2928,0.0733112,1
12.3661,0.183963,1
12.5501,0.0827111,1
12.6328,0.0761636,1
12.7089,0.147331,1
12.8563,0.0670047,1
12.9233,0.107572,1
13.0308,0.244279,1
13.2751,0.0850447,1
13.3602,0.084546,1
13.4447,0.258046,1
13.7028,0.0894144,1
13.7922,0.066282,1
13.8585,0.340192,1
14.1987,0.0809084,1
14.2796,0.122924,1
14.4025,0.121768,1
14.5243,0.119878,1
14.6441,0.115057,1
14.7592,0.122024,1
14.8812,0.130308,1
15.0115,0.130649,1
15.1422,0.0761899,1
15.2184,0.112428,1
15.3308,0.193181,1
15.524,0.0776433,1
15.6016,0.0987393,1
15.7004,0.0662962,1
15.7667,0.0689039,1
15.8356,0.183717,1
16.0193,0.109694,1
16.129,0.0730015,1
16.202,0.277126,1
16.4791,0.107395,1
16.5865,0.150122,1
16.7366,0.117736,1
16.8544,0.0941286,1
16.9485,0.110017,1
17.0585,0.452227,1
17.5107,0.0713809,1
17.5821,0.0856385,1
17.6678,0.0814393,1
17.7492,0.0728512,1
17.822,0.0730031,1
17.8951,0.0815881,1
17.9766,0.616037,1
18.5927,0.107159,1
18.6998,0.169482,1
18.8693,0.123892,1
18.9932,0.124368,1
19.1176,0.539926,1
19.6575,0.57529,1
20.2328,0.474625,1
20.7074,0.0955984,1
20.803,0.131927,1
20.935,0.124539,1
21.0595,0.740861,1
21.8004,0.124624,1
21.925,0.915521,1
22.8405,0.216149,1
23.0567,0.881081,1
23.9377,0.204026,1
24.1418,0.868035,1
5.08529,0.0591871,1
5.14447,0.0582679,1
5.20274,0.110095,1
5.31284,0.0704143,1
5.38325,0.102666,1
5.48592,0.0687175,1
5.55464,0.144723,1
5.69936,0.172868,1
5.87223,0.107114,1
5.97934,0.0616964,1
6.04104,0.217066,1
6.25811,0.114831,1
6.37294,0.232143,1
6.60508,0.113121,1
6.7182,0.0847585,1
6.80296,0.109352,1
6.91231,0.114481,1
7.0268,0.117904,1
7.1447,0.0894921,1
