offset_s,latency_s,ok
5.00848,0.112541,1
5.12102,0.102363,1
5.22339,0.0993209,1
5.32271,0.101127,1
5.42383,0.11805,1
5.54188,0.15668,1
5.69857,0.140796,1
5.83936,0.236921,1
6.07628,0.0902972,1
6.16658,0.20467,1
6.37125,0.0749156,1
6.44617,0.170067,1
6.61624,0.126574,1
6.74281,0.236849,1
6.97966,0.0777318,1
7.05739,0.206084,1
7.26348,0.0744095,1
7.33789,0.148917,1
7.4868,0.0652171,1
7.55202,0.107296,1
7.65932,0.102305,1
7.76162,0.110609,1
7.87223,0.133261,1
8.00549,0.155912,1
8.16141,0.167739,1
8.32915,0.121312,1
8.45046,0.159465,1
8.60992,0.138043,1
8.74797,0.15067,1
8.89864,0.140385,1
9.03902,0.108307,1
9.14733,0.121829,1
9.26916,0.0883767,1
9.35754,0.122275,1
9.47981,0.0916629,1
9.57148,0.136256,1
9.70773,0.0878629,1
9.7956,0.175002,1
9.9706,0.112803,1
10.0834,0.201314,1
10.2847,0.0849826,1
10.3697,0.164558,1
10.5343,0.0847918,1
10.6191,0.141864,1
10.7609,0.152156,1
10.9131,0.149571,1
11.0627,0.150536,1
11.2132,0.149758,1
11.363,0.149237,1
11.5122,0.148005,1
11.6602,0.0531671,1
11.7134,0.145711,1
11.8591,0.0553934,1
11.9145,0.14348,1
12.058,0.0542463,1
12.1122,0.14433,1
12.2565,0.0537736,1
12.3103,0.144359,1
12.4547,0.0531663,1
12.5078,0.147637,1
12.6555,0.0526228,1
12.7081,0.0531997,1
12.7613,0.0523752,1
12.8137,0.0515142,1
12.8652,0.0509392,1
12.9161,0.0509041,1
12.967,0.0509057,1
13.0179,0.05097,1
13.0689,0.051969,1
13.1209,0.052679,1
13.1736,0.051405,1
13.225,0.0532885,1
13.2782,0.0531143,1
13.3314,0.0534999,1
13.3849,0.0524336,1
13.4373,0.052333,1
13.4896,0.0527447,1
13.5424,0.0512633,1
13.5936,0.0512036,1
13.6448,0.0531969,1
13.698,0.0523089,1
13.7504,0.148553,1
13.8989,0.0536295,1
13.9525,0.146597,1
14.0991,0.0552807,1
14.1544,0.143015,1
14.2974,0.0560893,1
14.3535,0.142428,1
14.496,0.0545025,1
14.5505,0.146577,1
14.697,0.0552716,1
14.7523,0.143955,1
14.8963,0.0556301,1
14.9519,0.144665,1
15.0966,0.0543165,1
15.1509,0.143514,1
15.2944,0.0528919,1
15.3473,0.147053,1
15.4943,0.0541473,1
